width	sample4p	sample4m	sample5p	sample5m	sample6p	sample6m	sample7p	sample7m	sample8p	sample8m	sample9p	sample9m	sample10p	sample10m	sample11p	sample11m	sample12p	sample12m	sample13p	sample13m	sample14p	sample14m	sample15p	sample15m
WBGene00172500	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
WBGene00046008	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172529	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172537	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172603	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172633	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172662	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172683	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172726	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172916	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00172927	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173001	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013452	3622	0	1	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1
WBGene00046026	21	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
WBGene00173029	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173104	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173124	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173264	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173273	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173334	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173358	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173391	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173445	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173463	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046038	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173489	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173520	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173533	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173597	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00173741	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173746	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WBGene00173822	21	2	0	1	2	1	0	2	1	3	1	5	3	2	0	1	0	1	2	3	3	2	2	2	2
WBGene00173909	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173992	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174017	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046184	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174033	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174112	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174165	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174185	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174232	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174355	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174440	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174453	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174477	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174555	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046201	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174565	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174572	21	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174595	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	3	1
WBGene00174632	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174727	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174746	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174850	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174910	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174967	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174970	21	0	0	1	0	1	0	2	0	2	0	3	0	1	0	2	0	0	0	0	0	2	0	0	0
WBGene00046251	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00174975	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00175020	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00195280	160	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WBGene00196279	106	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046264	21	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00046286	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046339	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046356	21	1	0	0	1	0	1	2	0	0	0	1	0	1	1	2	0	4	1	2	0	1	2	2	1
WBGene00046379	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013453	1071	14	14	9	9	12	12	16	7	13	11	20	33	14	9	16	11	10	20	11	23	14	11	45	14
WBGene00046406	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046526	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046527	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046528	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046536	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046575	21	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
WBGene00046617	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046763	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00046783	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046815	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013454	798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WBGene00046909	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047135	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
WBGene00047213	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047226	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047267	21	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0
WBGene00047306	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
WBGene00047332	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047380	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047407	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047429	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013455	1344	310	290	311	328	365	194	418	411	494	401	504	473	514	507	556	487	570	746	420	454	494	344	510	303
WBGene00047457	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047460	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047470	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047476	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047529	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047580	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047595	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00047609	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
WBGene00047644	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047896	21	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013456	1291	266	253	283	309	289	155	302	274	287	272	264	271	254	290	283	299	258	330	231	272	206	233	208	211
WBGene00047905	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047917	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00047935	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048023	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048095	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00048143	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048186	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048206	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048404	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048491	21	1	2	1	0	0	2	3	0	2	2	4	2	1	4	3	0	2	0	1	0	3	1	1	0
WBGene00013457	1166	247	836	291	966	263	617	235	893	210	662	182	467	181	345	150	200	98	87	107	61	48	47	31	23
WBGene00048556	21	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
WBGene00048589	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048647	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048678	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048688	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048710	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048727	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048729	21	0	1	1	1	3	0	2	1	4	3	5	1	4	4	5	3	1	0	3	1	2	1	2	1
WBGene00048756	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048770	21	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
WBGene00048774	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048885	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013458	2429	1041	1018	1075	1159	1502	777	1682	1220	2161	1137	2144	1045	2467	1028	2334	1194	2069	2836	1215	1587	1972	1850	1892	1786
WBGene00048910	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00048921	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00048966	21	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
WBGene00049123	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00049132	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049144	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049164	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00049209	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00046176	21	0	0	0	0	1	0	4	0	0	0	0	2	0	1	2	0	0	1	2	1	0	3	1	0
WBGene00048463	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00172393	21	2	2	4	4	0	2	1	3	2	2	2	5	2	9	8	10	4	6	11	11	10	5	1	8
WBGene00174081	21	0	5	1	2	0	3	1	2	1	2	2	5	3	11	4	5	2	4	6	8	2	9	5	5
WBGene00174482	21	0	5	1	2	0	3	1	2	1	2	2	5	3	11	4	5	2	2	6	4	2	9	5	5
WBGene00013449	494	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00003652	1667	766	467	761	485	659	310	587	456	630	413	534	376	539	426	568	416	465	495	351	471	368	606	306	705
WBGene00202007	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WBGene00168067	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00197337	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00198562	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00200371	96	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
WBGene00202189	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
WBGene00022051	1772	1120	1043	1092	1133	1236	622	1249	1047	1296	1107	1351	1216	1433	1195	1355	1366	1357	1709	1058	1100	1215	1026	1186	936
WBGene00022052	1773	1249	1157	1208	1261	1322	727	1240	1138	1317	1276	1373	1237	1413	1351	1377	1348	1235	1669	1214	1207	1287	1243	1159	1191
WBGene00022053	602	4321	3828	4148	4276	4230	2107	4385	3964	4319	3932	4431	4245	4516	4139	4624	4715	4344	5918	4169	4771	4226	4453	4395	4183
WBGene00022054	1171	293	308	339	332	322	156	331	288	320	308	332	317	368	351	369	329	326	484	301	358	334	364	321	342
WBGene00022055	654	269	244	232	262	238	128	241	226	245	208	255	203	265	243	254	305	289	378	264	274	244	263	306	231
WBGene00022056	2296	981	973	970	1034	1036	528	932	873	944	904	975	947	971	944	905	922	932	1270	767	805	891	716	846	685
WBGene00022057	1388	958	926	961	971	1071	523	949	949	972	919	954	861	1058	909	949	962	992	1203	781	871	831	692	824	757
WBGene00201046	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201896	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022058	3627	3062	2872	3038	3091	3264	1686	3011	2622	3277	2777	3127	3030	3298	3022	3377	3187	3316	4095	2748	2648	3100	2525	3047	2480
WBGene00022059	948	711	618	656	701	749	356	692	627	745	675	721	617	745	700	738	749	796	948	601	619	734	649	682	579
WBGene00022060	1085	142	176	158	173	160	93	141	126	129	114	127	114	110	111	93	116	122	135	103	120	129	133	122	108
WBGene00003286	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00196015	142	8	7	7	6	7	2	3	4	2	0	2	4	3	7	4	0	1	2	2	2	4	1	7	2
WBGene00197023	145	18	6	14	10	11	6	12	14	9	6	12	5	17	4	11	11	12	14	9	11	16	7	16	5
WBGene00197555	91	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	3	0	0	0	1	0	0
WBGene00201731	79	7	2	3	5	2	3	3	1	5	1	6	0	0	1	2	0	2	2	0	3	3	0	2	2
WBGene00022061	1191	15	24	17	25	12	4	8	17	22	13	14	25	27	28	36	33	34	63	40	34	46	39	23	29
WBGene00022062	1156	36	27	31	37	28	18	38	31	27	34	37	26	35	28	33	33	30	34	23	25	23	33	36	36
WBGene00023186	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022063	727	0	3	4	1	6	5	0	4	2	1	5	6	5	4	5	5	3	11	5	5	5	6	9	3
WBGene00022064	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
WBGene00022065	234	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
WBGene00003153	5822	22419	20343	20752	21668	21932	11473	20506	18558	23930	21872	23035	22287	24666	22210	26310	25888	28514	33673	23349	23722	27644	23034	28223	21909
WBGene00023187	525	73	77	80	64	69	53	85	57	66	62	75	80	85	98	107	67	72	102	66	98	98	115	117	70
WBGene00195576	370	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00197397	222	19	10	13	11	19	4	5	12	6	5	5	11	7	4	3	3	9	7	13	6	3	6	4	6
WBGene00197431	115	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
WBGene00197636	150	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0
WBGene00198247	150	4	0	0	2	2	0	2	2	0	1	1	5	0	1	0	1	2	0	0	4	2	2	0	0
WBGene00201376	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00201412	150	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
WBGene00022066	1383	1	1	0	1	0	0	3	1	0	3	1	5	1	4	2	1	2	1	3	4	2	2	1	0
WBGene00201574	222	7	6	8	10	9	5	9	5	7	7	13	11	6	9	5	12	7	6	6	4	8	8	4	6
WBGene00202403	115	7	2	4	4	6	2	4	1	5	5	2	3	9	8	3	5	3	8	2	8	2	3	2	4
WBGene00022067	2082	183	181	187	174	198	114	209	186	190	178	203	208	235	208	268	268	209	296	193	214	219	190	216	211
WBGene00022068	504	13	9	14	4	9	4	5	5	7	8	3	6	4	10	14	2	8	10	5	8	3	5	7	10
WBGene00022069	13143	52237	48955	48061	49036	47927	25089	43043	38938	54222	49165	50063	49767	52361	46055	53255	53118	59581	61991	48593	47717	53130	45879	51630	43420
WBGene00022070	795	8	13	20	15	13	6	13	22	7	15	13	18	22	21	22	16	15	34	24	15	9	14	16	17
WBGene00022071	515	6	3	6	5	2	5	4	3	8	4	8	7	6	7	14	21	13	17	16	9	5	10	8	7
WBGene00022072	413	928	825	922	980	1095	673	1255	1361	1386	1452	1649	1737	1804	1905	2056	2283	2275	3198	2226	2581	2540	2398	2329	2265
WBGene00022073	3697	3494	2871	3306	2621	2875	1233	2331	1794	1982	1593	1747	1720	1693	1901	1591	1878	1511	1955	1583	1603	1281	1519	1350	1383
WBGene00013465	2183	450	457	391	422	462	236	406	423	449	410	488	368	498	390	453	442	482	517	421	393	447	406	467	392
WBGene00013460	2345	2920	2724	2885	2832	2970	1585	3115	2792	3085	2794	2907	2679	3046	2773	3199	2767	2873	3937	2401	2297	2509	2254	2488	2172
WBGene00013461	1772	1346	1134	1267	1206	1306	597	1260	1148	1424	1072	1361	1153	1471	1293	1529	1378	1468	2074	1304	1282	1442	1257	1420	1225
WBGene00013462	2073	1965	1801	2015	1770	2029	1066	2004	1801	2244	1835	2147	1937	2529	2238	2631	2473	2568	3494	2166	2295	2533	2273	2498	2142
WBGene00013463	544	17001	16242	16757	17757	18311	9101	17382	16084	17089	16050	18018	16336	17924	16925	18467	19321	17769	24333	17608	18425	18199	17336	18300	17063
WBGene00000818	1461	2090	1891	2054	2135	2172	1080	2116	1956	2359	1966	2364	2040	2431	2132	2491	2308	2579	3384	2134	2217	2394	2093	2331	2036
WBGene00013464	2197	1579	1419	1441	1578	1605	874	1620	1503	1662	1432	1650	1667	1910	1723	2012	1897	1964	2718	1785	1932	1984	1740	1943	1578
WBGene00001393	1390	23604	20479	22726	20914	22032	10156	22309	17632	22772	16880	22418	16309	22782	16970	23508	18142	22283	30314	16530	18558	21061	18139	22227	19450
WBGene00013469	1441	1	1	0	2	2	0	0	0	2	3	0	0	0	3	0	0	0	0	1	0	0	4	1	0
WBGene00044212	372	4	2	3	2	3	3	3	3	4	1	1	3	3	6	7	5	9	19	3	4	45	5	54	8
WBGene00013466	931	1	5	1	4	0	1	2	2	0	1	2	6	1	1	0	0	0	5	0	0	2	0	1	4
WBGene00006235	912	3	0	2	0	0	1	3	0	1	0	1	3	0	0	0	0	1	2	2	0	0	0	0	0
WBGene00013468	975	0	0	0	2	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	5	1	3	2	0
WBGene00005332	1059	0	1	0	0	0	0	1	3	0	1	0	0	3	0	1	1	0	0	0	2	1	2	2	0
WBGene00005443	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00013470	534	1	3	2	4	2	1	0	1	0	1	0	0	0	0	2	1	0	0	0	2	0	0	0	0
WBGene00013471	630	4	3	4	19	5	8	9	21	9	19	11	10	7	6	2	6	0	0	2	2	1	2	2	0
WBGene00013472	660	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00001705	1215	236	152	171	148	166	64	152	68	141	37	113	54	137	77	152	87	150	185	74	58	136	47	110	31
WBGene00044468	474	153	115	114	142	148	62	110	136	109	110	161	164	219	261	272	501	415	704	725	1074	661	839	583	703
WBGene00022083	823	3	1	7	2	4	1	4	3	7	3	10	1	8	11	18	9	18	31	16	24	26	35	44	23
WBGene00022084	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022085	1668	2	0	0	1	1	0	0	2	0	1	2	0	1	0	0	2	0	2	0	1	0	1	1	0
WBGene00022086	1570	70	63	50	45	61	37	63	54	59	44	62	79	61	68	70	60	44	74	47	59	45	59	49	57
WBGene00022087	2994	4135	3941	3981	4137	4203	2133	3752	3387	4050	3664	3942	3561	4076	3784	4037	3957	4044	5192	3216	3168	3752	3235	3589	3175
WBGene00022088	573	554	533	548	584	528	315	595	452	548	495	490	441	545	504	586	551	467	748	402	448	501	445	445	428
WBGene00022089	1180	26215	26623	27011	29036	26964	14288	27303	24214	26278	24697	27884	26489	27156	25820	27194	28427	25433	33784	25957	28159	25309	24973	25296	24055
WBGene00022090	3883	7	0	0	0	5	0	2	0	1	2	2	0	0	1	0	0	1	4	0	3	2	1	4	0
WBGene00022074	1836	1191	1168	1283	1287	1391	654	1308	1287	1350	1232	1442	1224	1447	1171	1442	1384	1352	1787	1210	1237	1324	1092	1288	1127
WBGene00022091	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022092	552	819	688	715	790	744	355	740	759	702	619	671	623	754	593	679	651	645	916	595	621	534	572	572	621
WBGene00022093	703	1271	1016	1031	1030	1117	503	1063	905	1059	761	1036	773	1021	810	1040	864	1132	1435	793	893	1012	805	1075	747
WBGene00022094	552	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
WBGene00022095	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022096	1061	4	2	10	2	3	1	4	1	3	0	3	4	4	6	13	7	14	24	17	14	12	20	23	18
WBGene00022097	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022098	393	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WBGene00022099	454	405	442	389	489	431	295	553	499	530	462	553	551	534	532	596	590	416	643	474	462	464	362	337	327
WBGene00003595	619	1	4	3	3	3	1	0	2	6	1	4	5	7	3	7	9	4	5	0	1	4	1	2	1
WBGene00004367	2368	1315	1151	1282	1250	1257	635	1297	1083	1292	1173	1241	1210	1222	1192	1296	1313	1285	1563	1106	1103	1159	1124	1076	1050
WBGene00003161	1065	564	557	538	576	623	312	618	613	629	538	681	579	621	590	723	608	488	693	425	479	464	399	439	357
